date,geo_region,channel,spend,impressions,clicks
2025-03-08,EU-West,Google_Search,1739.35,144600,2892
2025-03-08,EU-West,Meta_IG,1183.17,31550,631
2025-03-08,EU-West,TikTok,1016.7,61650,1233
2025-03-08,APAC-North,Google_Search,1276.98,80150,1603
2025-03-08,APAC-North,Meta_IG,1532.63,40400,808
2025-03-08,APAC-North,TikTok,1464.28,128900,2578
2025-03-09,US-East,Google_Search,1063.13,75500,1510
2025-03-09,US-East,Meta_IG,1369.66,133600,2672
2025-03-09,US-East,TikTok,1221.85,60100,1202
2025-03-09,US-West,Google_Search,1025.6,37300,746
2025-03-09,US-West,Meta_IG,860.6,24950,499
2025-03-09,US-West,TikTok,1144.81,47750,955
2025-03-09,US-Midwest,Google_Search,1681.11,99200,1984
2025-03-09,US-Midwest,Meta_IG,605.21,18000,360
2025-03-09,US-Midwest,TikTok,916.64,41600,832
2025-03-09,EU-West,Google_Search,1701.08,46800,936
2025-03-09,EU-West,Meta_IG,985.8,25500,510
2025-03-09,EU-West,TikTok,1240.5,34250,685
2025-03-09,APAC-North,Google_Search,1948.59,121100,2422
2025-03-09,APAC-North,Meta_IG,1757.27,79800,1596
2025-03-09,APAC-North,TikTok,1500.99,47150,943
2025-03-10,US-East,Google_Search,907.02,63850,1277
2025-03-10,US-East,Meta_IG,1365.26,34550,691
2025-03-10,US-East,TikTok,770.49,50250,1005
2025-03-10,US-West,Google_Search,823.16,35300,706
2025-03-10,US-West,Meta_IG,1322.03,50200,1004
2025-03-10,US-West,TikTok,1459.42,90250,1805
2025-03-10,US-Midwest,Google_Search,947.85,59850,1197
2025-03-10,US-Midwest,Meta_IG,1362.4,132800,2656
2025-03-10,US-Midwest,TikTok,1904.44,58550,1171
2025-03-10,EU-West,Google_Search,888.63,88450,1769
2025-03-10,EU-West,Meta_IG,1253.93,47400,948
2025-03-10,EU-West,TikTok,505.53,17300,346
2025-03-10,APAC-North,Google_Search,1060.88,78250,1565
2025-03-10,APAC-North,Meta_IG,1009.34,48250,965
2025-03-10,APAC-North,TikTok,1160.73,33600,672
2025-03-11,US-East,Google_Search,1044.24,76950,1539
2025-03-11,US-East,Meta_IG,1885.87,99500,1990
2025-03-11,US-East,TikTok,1141.72,64800,1296
2025-03-11,US-West,Google_Search,1122.26,37400,748
2025-03-11,US-West,Meta_IG,1757.95,84600,1692
2025-03-11,US-West,TikTok,1125.84,70450,1409
2025-03-11,US-Midwest,Google_Search,876.19,29650,593
2025-03-11,US-Midwest,Meta_IG,1839.89,121200,2424
2025-03-11,US-Midwest,TikTok,1073.37,31200,624
2025-03-11,EU-West,Google_Search,1348.4,47000,940
2025-03-11,EU-West,Meta_IG,663.04,22200,444
2025-03-11,EU-West,TikTok,1872.34,78550,1571
2025-03-11,APAC-North,Google_Search,1944.81,168350,3367
2025-03-11,APAC-North,Meta_IG,896.87,24100,482
2025-03-11,APAC-North,TikTok,937.2,24850,497
2025-03-12,US-East,Google_Search,1398.36,39000,780
2025-03-12,US-East,Meta_IG,1221.56,60150,1203
2025-03-12,US-East,TikTok,1322.25,47450,949
2025-03-12,US-West,Google_Search,1404.97,44000,880
2025-03-12,US-West,Meta_IG,846.45,31650,633
2025-03-12,US-West,TikTok,1118.95,34250,685
2025-03-12,US-Midwest,Google_Search,1427.74,64000,1280
2025-03-12,US-Midwest,Meta_IG,1467.75,40750,815
2025-03-12,US-Midwest,TikTok,1040.69,52050,1041
2025-03-12,EU-West,Google_Search,1894.35,139050,2781
2025-03-12,EU-West,Meta_IG,1353.2,52450,1049
2025-03-12,EU-West,TikTok,949.5,45850,917
2025-03-12,APAC-North,Google_Search,1590.09,56100,1122
2025-03-12,APAC-North,Meta_IG,1613.51,80800,1616
2025-03-12,APAC-North,TikTok,800.87,31200,624
2025-03-13,US-East,Google_Search,1863.71,67700,1354
2025-03-13,US-East,Meta_IG,1952.3,68700,1374
2025-03-13,US-East,TikTok,780.67,23300,466
2025-03-13,US-West,Google_Search,1603.04,44150,883
2025-03-13,US-West,Meta_IG,1938.36,52850,1057
2025-03-13,US-West,TikTok,587.49,25550,511
2025-03-13,US-Midwest,Google_Search,1781.67,66150,1323
2025-03-13,US-Midwest,Meta_IG,616.37,34450,689
2025-03-13,US-Midwest,TikTok,1329.62,43150,863
2025-03-13,EU-West,Google_Search,746.77,35000,700
2025-03-13,EU-West,Meta_IG,689.68,21800,436
2025-03-13,EU-West,TikTok,1444.92,52550,1051
2025-03-13,APAC-North,Google_Search,1827.72,81150,1623
2025-03-13,APAC-North,Meta_IG,1890.7,56450,1129
2025-03-13,APAC-North,TikTok,1225.55,38600,772
2025-03-14,US-East,Google_Search,1815.14,97200,1944
2025-03-14,US-East,Meta_IG,697.46,57200,1144
2025-03-14,US-East,TikTok,677.11,24050,481
2025-03-14,US-West,Google_Search,1518.84,40200,804
2025-03-14,US-West,Meta_IG,1457.52,37350,747
2025-03-14,US-West,TikTok,1811.29,144500,2890
2025-03-14,US-Midwest,Google_Search,1415.91,84050,1681
2025-03-14,US-Midwest,Meta_IG,1484.09,48700,974
2025-03-14,US-Midwest,TikTok,1767.58,91900,1838
2025-03-14,EU-West,Google_Search,1696.42,52850,1057
2025-03-14,EU-West,Meta_IG,655.25,43900,878
2025-03-14,EU-West,TikTok,796.05,20300,406
2025-03-14,APAC-North,Google_Search,1566.86,52750,1055
2025-03-14,APAC-North,Meta_IG,1608.5,82650,1653
2025-03-14,APAC-North,TikTok,1400.48,89500,1790
2025-03-15,US-East,Google_Search,1155.73,30950,619
2025-03-15,US-East,Meta_IG,1470.16,48100,962
2025-03-15,US-East,TikTok,1475.8,42650,853
2025-03-15,US-West,Google_Search,1244.41,96150,1923
2025-03-15,US-West,Meta_IG,1806.63,72200,1444
2025-03-15,US-West,TikTok,807.61,30450,609
2025-03-15,US-Midwest,Google_Search,1640.54,73250,1465
2025-03-15,US-Midwest,Meta_IG,900.19,37100,742
2025-03-15,US-Midwest,TikTok,1467.64,70950,1419
2025-03-15,EU-West,Google_Search,1011.7,25650,513
2025-03-15,EU-West,Meta_IG,1052.15,99600,1992
2025-03-15,EU-West,TikTok,1169.22,33900,678
2025-03-15,APAC-North,Google_Search,1980.64,137000,2740
2025-03-15,APAC-North,Meta_IG,1735.69,51100,1022
2025-03-15,APAC-North,TikTok,1227.88,38800,776
2025-03-16,US-East,Google_Search,858.82,51250,1025
2025-03-16,US-East,Meta_IG,1169.26,71000,1420
2025-03-16,US-East,TikTok,1755.29,57950,1159
2025-03-16,US-West,Google_Search,1456.57,55300,1106
2025-03-16,US-West,Meta_IG,1632.43,88350,1767
2025-03-16,US-West,TikTok,1442.56,42100,842
2025-03-16,US-Midwest,Google_Search,1702.44,72000,1440
2025-03-16,US-Midwest,Meta_IG,845.28,41900,838
2025-03-16,US-Midwest,TikTok,1612.04,68700,1374
2025-03-16,EU-West,Google_Search,1279.0,35000,700
2025-03-16,EU-West,Meta_IG,1902.77,187450,3749
2025-03-16,EU-West,TikTok,1668.97,101600,2032
2025-03-16,APAC-North,Google_Search,593.99,22150,443
2025-03-16,APAC-North,Meta_IG,776.51,36450,729
2025-03-16,APAC-North,TikTok,1908.39,76800,1536
2025-03-17,US-East,Google_Search,1262.17,51200,1024
2025-03-17,US-East,Meta_IG,525.63,44350,887
2025-03-17,US-East,TikTok,1079.06,30850,617
2025-03-17,US-West,Google_Search,716.15,18550,371
2025-03-17,US-West,Meta_IG,1563.06,46500,930
2025-03-17,US-West,TikTok,631.24,19500,390
2025-03-17,US-Midwest,Google_Search,1436.54,97350,1947
2025-03-17,US-Midwest,Meta_IG,939.7,33700,674
2025-03-17,US-Midwest,TikTok,748.31,19700,394
2025-03-17,EU-West,Google_Search,1416.58,47750,955
2025-03-17,EU-West,Meta_IG,801.3,26800,536
2025-03-17,EU-West,TikTok,730.98,22850,457
2025-03-17,APAC-North,Google_Search,1192.24,30100,602
2025-03-17,APAC-North,Meta_IG,1099.81,35500,710
2025-03-17,APAC-North,TikTok,983.15,35450,709
2025-03-18,US-East,Google_Search,686.36,17250,345
2025-03-18,US-East,Meta_IG,1359.78,78550,1571
2025-03-18,US-East,TikTok,585.5,24400,488
2025-03-18,US-West,Google_Search,1754.08,72900,1458
2025-03-18,US-West,Meta_IG,588.33,50950,1019
2025-03-18,US-West,TikTok,910.95,61000,1220
2025-03-18,US-Midwest,Google_Search,1451.11,144850,2897
2025-03-18,US-Midwest,Meta_IG,1519.92,99350,1987
2025-03-18,US-Midwest,TikTok,1140.71,60750,1215
2025-03-18,EU-West,Google_Search,1509.08,44850,897
2025-03-18,EU-West,Meta_IG,1515.18,39550,791
2025-03-18,EU-West,TikTok,996.44,59300,1186
2025-03-18,APAC-North,Google_Search,1312.72,44300,886
2025-03-18,APAC-North,Meta_IG,1416.63,60250,1205
2025-03-18,APAC-North,TikTok,883.27,40600,812
2025-03-19,US-East,Google_Search,596.83,28550,571
2025-03-19,US-East,Meta_IG,1400.39,58300,1166
2025-03-19,US-East,TikTok,1627.84,51150,1023
2025-03-19,US-West,Google_Search,1655.16,85900,1718
2025-03-19,US-West,Meta_IG,1396.04,115200,2304
2025-03-19,US-West,TikTok,1463.51,143900,2878
2025-03-19,US-Midwest,Google_Search,847.66,26050,521
2025-03-19,US-Midwest,Meta_IG,1962.75,65600,1312
2025-03-19,US-Midwest,TikTok,882.08,28100,562
2025-03-19,EU-West,Google_Search,1304.82,57450,1149
2025-03-19,EU-West,Meta_IG,655.13,32550,651
2025-03-19,EU-West,TikTok,813.88,21150,423
2025-03-19,APAC-North,Google_Search,744.8,40250,805
2025-03-19,APAC-North,Meta_IG,1013.6,51050,1021
2025-03-19,APAC-North,TikTok,886.46,43550,871
2025-03-20,US-East,Google_Search,1264.72,43750,875
2025-03-20,US-East,Meta_IG,1202.37,43300,866
2025-03-20,US-East,TikTok,1748.49,55150,1103
2025-03-20,US-West,Google_Search,1009.48,35700,714
2025-03-20,US-West,Meta_IG,1766.56,95500,1910
2025-03-20,US-West,TikTok,1097.82,29750,595
2025-03-20,US-Midwest,Google_Search,664.58,24700,494
2025-03-20,US-Midwest,Meta_IG,1818.42,51600,1032
2025-03-20,US-Midwest,TikTok,793.67,23750,475
2025-03-20,EU-West,Google_Search,1744.08,55200,1104
2025-03-20,EU-West,Meta_IG,1056.38,95000,1900
2025-03-20,EU-West,TikTok,1118.67,63450,1269
2025-03-20,APAC-North,Google_Search,807.97,41600,832
2025-03-20,APAC-North,Meta_IG,688.29,19200,384
2025-03-20,APAC-North,TikTok,1583.12,70650,1413
2025-03-21,US-East,Google_Search,680.38,42800,856
2025-03-21,US-East,Meta_IG,1238.64,32950,659
2025-03-21,US-East,TikTok,1973.56,50550,1011
2025-03-21,US-West,Google_Search,1771.79,157700,3154
2025-03-21,US-West,Meta_IG,1957.05,77950,1559
2025-03-21,US-West,TikTok,538.43,16700,334
2025-03-21,US-Midwest,Google_Search,1549.57,50400,1008
2025-03-21,US-Midwest,Meta_IG,1087.17,40550,811
2025-03-21,US-Midwest,TikTok,647.73,16250,325
2025-03-21,EU-West,Google_Search,1567.81,46450,929
2025-03-21,EU-West,Meta_IG,977.49,77050,1541
2025-03-21,EU-West,TikTok,1538.4,41650,833
2025-03-21,APAC-North,Google_Search,1228.12,80700,1614
2025-03-21,APAC-North,Meta_IG,1416.84,45300,906
2025-03-21,APAC-North,TikTok,1525.44,42350,847
2025-03-22,US-East,Google_Search,704.88,42350,847
2025-03-22,US-East,Meta_IG,1470.08,77550,1551
2025-03-22,US-East,TikTok,1626.33,76250,1525
2025-03-22,US-West,Google_Search,1192.62,52150,1043
2025-03-22,US-West,Meta_IG,954.76,36200,724
2025-03-22,US-West,TikTok,1691.5,84350,1687
2025-03-22,US-Midwest,Google_Search,1797.54,104050,2081
2025-03-22,US-Midwest,Meta_IG,1225.1,67700,1354
2025-03-22,US-Midwest,TikTok,1436.2,52550,1051
2025-03-22,EU-West,Google_Search,1849.54,142350,2847
2025-03-22,EU-West,Meta_IG,521.2,19450,389
2025-03-22,EU-West,TikTok,1955.26,49500,990
2025-03-22,APAC-North,Google_Search,1337.64,51600,1032
2025-03-22,APAC-North,Meta_IG,1265.79,53050,1061
2025-03-22,APAC-North,TikTok,1874.1,78750,1575
2025-03-23,US-East,Google_Search,1420.29,44750,895
2025-03-23,US-East,Meta_IG,1250.88,31800,636
2025-03-23,US-East,TikTok,1836.49,98200,1964
2025-03-23,US-West,Google_Search,1604.21,42350,847
2025-03-23,US-West,Meta_IG,1226.91,42150,843
2025-03-23,US-West,TikTok,1939.22,114750,2295
2025-03-23,US-Midwest,Google_Search,1230.75,43850,877
2025-03-23,US-Midwest,Meta_IG,1930.47,77500,1550
2025-03-23,US-Midwest,TikTok,1898.78,92650,1853
2025-03-23,EU-West,Google_Search,521.72,35850,717
2025-03-23,EU-West,Meta_IG,1830.13,84100,1682
2025-03-23,EU-West,TikTok,1208.45,100300,2006
2025-03-23,APAC-North,Google_Search,1275.14,34050,681
2025-03-23,APAC-North,Meta_IG,1596.35,123700,2474
2025-03-23,APAC-North,TikTok,1454.61,109950,2199
2025-03-24,US-East,Google_Search,1332.41,51800,1036
2025-03-24,US-East,Meta_IG,1345.48,81700,1634
2025-03-24,US-East,TikTok,1965.23,59000,1180
2025-03-24,US-West,Google_Search,962.33,59200,1184
2025-03-24,US-West,Meta_IG,872.73,27050,541
2025-03-24,US-West,TikTok,1535.82,113050,2261
2025-03-24,US-Midwest,Google_Search,1994.01,109950,2199
2025-03-24,US-Midwest,Meta_IG,637.16,36650,733
2025-03-24,US-Midwest,TikTok,1683.56,126850,2537
2025-03-24,EU-West,Google_Search,657.53,47150,943
2025-03-24,EU-West,Meta_IG,1869.86,50150,1003
2025-03-24,EU-West,TikTok,1190.95,87300,1746
2025-03-24,APAC-North,Google_Search,1911.41,71200,1424
2025-03-24,APAC-North,Meta_IG,1685.45,54100,1082
2025-03-24,APAC-North,TikTok,1532.92,75300,1506
2025-03-25,US-East,Google_Search,692.23,23750,475
2025-03-25,US-East,Meta_IG,642.06,31000,620
2025-03-25,US-East,TikTok,1360.95,34450,689
2025-03-25,US-West,Google_Search,1987.31,67450,1349
2025-03-25,US-West,Meta_IG,1812.38,54050,1081
2025-03-25,US-West,TikTok,1648.35,125450,2509
2025-03-25,US-Midwest,Google_Search,1985.78,51150,1023
2025-03-25,US-Midwest,Meta_IG,885.8,31700,634
2025-03-25,US-Midwest,TikTok,1529.29,72400,1448
2025-03-25,EU-West,Google_Search,1068.44,27300,546
2025-03-25,EU-West,Meta_IG,912.48,25100,502
2025-03-25,EU-West,TikTok,1621.45,63150,1263
2025-03-25,APAC-North,Google_Search,1015.02,76200,1524
2025-03-25,APAC-North,Meta_IG,1110.1,56450,1129
2025-03-25,APAC-North,TikTok,1672.51,44650,893
2025-03-26,US-East,Google_Search,1328.98,34550,691
2025-03-26,US-East,Meta_IG,808.84,33900,678
2025-03-26,US-East,TikTok,1704.96,49950,999
2025-03-26,US-West,Google_Search,1655.56,86100,1722
2025-03-26,US-West,Meta_IG,1612.04,145200,2904
2025-03-26,US-West,TikTok,556.46,22550,451
2025-03-26,US-Midwest,Google_Search,1943.57,193250,3865
2025-03-26,US-Midwest,Meta_IG,1171.32,116100,2322
2025-03-26,US-Midwest,TikTok,1452.89,62950,1259
2025-03-26,EU-West,Google_Search,776.25,42150,843
2025-03-26,EU-West,Meta_IG,1175.79,33250,665
2025-03-26,EU-West,TikTok,1721.86,44450,889
2025-03-26,APAC-North,Google_Search,659.29,31850,637
2025-03-26,APAC-North,Meta_IG,1481.78,48650,973
2025-03-26,APAC-North,TikTok,1508.91,59750,1195
2025-03-27,US-East,Google_Search,518.58,13400,268
2025-03-27,US-East,Meta_IG,900.98,56250,1125
2025-03-27,US-East,TikTok,1630.13,103950,2079
2025-03-27,US-West,Google_Search,1769.6,149700,2994
2025-03-27,US-West,Meta_IG,757.52,31650,633
2025-03-27,US-West,TikTok,960.04,48500,970
2025-03-27,US-Midwest,Google_Search,1656.27,53850,1077
2025-03-27,US-Midwest,Meta_IG,912.29,25300,506
2025-03-27,US-Midwest,TikTok,1688.45,97750,1955
2025-03-27,EU-West,Google_Search,704.09,33250,665
2025-03-27,EU-West,Meta_IG,1394.41,47550,951
2025-03-27,EU-West,TikTok,1769.96,79000,1580
2025-03-27,APAC-North,Google_Search,1293.38,80100,1602
2025-03-27,APAC-North,Meta_IG,1112.44,37300,746
2025-03-27,APAC-North,TikTok,1807.93,109900,2198
2025-03-28,US-East,Google_Search,770.71,23400,468
2025-03-28,US-East,Meta_IG,1404.83,39300,786
2025-03-28,US-East,TikTok,1298.38,53850,1077
2025-03-28,US-West,Google_Search,633.25,17850,357
2025-03-28,US-West,Meta_IG,1691.62,46050,921
2025-03-28,US-West,TikTok,1293.55,93450,1869
2025-03-28,US-Midwest,Google_Search,1225.06,45150,903
2025-03-28,US-Midwest,Meta_IG,1436.98,48600,972
2025-03-28,US-Midwest,TikTok,1659.84,46200,924
2025-03-28,EU-West,Google_Search,876.68,42450,849
2025-03-28,EU-West,Meta_IG,1144.88,35600,712
2025-03-28,EU-West,TikTok,553.97,25300,506
2025-03-28,APAC-North,Google_Search,512.52,29800,596
2025-03-28,APAC-North,Meta_IG,843.98,72050,1441
2025-03-28,APAC-North,TikTok,815.93,21700,434
2025-03-29,US-East,Google_Search,1833.82,61050,1221
2025-03-29,US-East,Meta_IG,1446.4,53300,1066
2025-03-29,US-East,TikTok,1423.17,43700,874
2025-03-29,US-West,Google_Search,1288.56,79100,1582
2025-03-29,US-West,Meta_IG,771.46,44700,894
2025-03-29,US-West,TikTok,1412.35,116200,2324
2025-03-29,US-Midwest,Google_Search,522.6,13750,275
2025-03-29,US-Midwest,Meta_IG,1378.79,112500,2250
2025-03-29,US-Midwest,TikTok,1656.38,83050,1661
2025-03-29,EU-West,Google_Search,1567.73,86650,1733
2025-03-29,EU-West,Meta_IG,1800.17,82700,1654
2025-03-29,EU-West,TikTok,1256.27,46100,922
2025-03-29,APAC-North,Google_Search,1727.95,93650,1873
2025-03-29,APAC-North,Meta_IG,1427.22,89650,1793
2025-03-29,APAC-North,TikTok,1505.08,76850,1537
2025-03-30,US-East,Google_Search,804.22,45650,913
2025-03-30,US-East,Meta_IG,564.91,24450,489
2025-03-30,US-East,TikTok,1441.63,84550,1691
2025-03-30,US-West,Google_Search,1672.55,48600,972
2025-03-30,US-West,Meta_IG,1314.62,45300,906
2025-03-30,US-West,TikTok,564.06,20500,410
2025-03-30,US-Midwest,Google_Search,1651.44,162800,3256
2025-03-30,US-Midwest,Meta_IG,780.64,22050,441
2025-03-30,US-Midwest,TikTok,740.07,28550,571
2025-03-30,EU-West,Google_Search,1241.88,33650,673
2025-03-30,EU-West,Meta_IG,1936.25,63650,1273
2025-03-30,EU-West,TikTok,1115.51,33600,672
2025-03-30,APAC-North,Google_Search,1379.85,40900,818
2025-03-30,APAC-North,Meta_IG,1691.83,112100,2242
2025-03-30,APAC-North,TikTok,1842.45,155900,3118
2025-03-31,US-East,Google_Search,999.6,30300,606
2025-03-31,US-East,Meta_IG,1446.96,127600,2552
2025-03-31,US-East,TikTok,1252.04,39350,787
2025-03-31,US-West,Google_Search,1215.71,43100,862
2025-03-31,US-West,Meta_IG,1811.5,107100,2142
2025-03-31,US-West,TikTok,1605.32,56600,1132
2025-03-31,US-Midwest,Google_Search,1938.95,49250,985
2025-03-31,US-Midwest,Meta_IG,755.0,30050,601
2025-03-31,US-Midwest,TikTok,1525.96,57550,1151
2025-03-31,EU-West,Google_Search,1519.38,50950,1019
2025-03-31,EU-West,Meta_IG,1256.62,39050,781
2025-03-31,EU-West,TikTok,1639.34,105050,2101
2025-03-31,APAC-North,Google_Search,848.99,35600,712
2025-03-31,APAC-North,Meta_IG,1568.78,55550,1111
2025-03-31,APAC-North,TikTok,860.02,22700,454
2025-04-01,US-East,Google_Search,1173.56,37200,744
2025-04-01,US-East,Meta_IG,700.26,20550,411
2025-04-01,US-East,TikTok,1309.71,72350,1447
2025-04-01,US-West,Google_Search,1782.73,159550,3191
2025-04-01,US-West,Meta_IG,925.62,26550,531
2025-04-01,US-West,TikTok,1976.8,76150,1523
2025-04-01,US-Midwest,Google_Search,629.95,17400,348
2025-04-01,US-Midwest,Meta_IG,854.58,27150,543
2025-04-01,US-Midwest,TikTok,538.99,22900,458
2025-04-01,EU-West,Google_Search,838.41,30900,618
2025-04-01,EU-West,Meta_IG,764.92,23500,470
2025-04-01,EU-West,TikTok,1895.17,70500,1410
2025-04-01,APAC-North,Google_Search,1230.92,51100,1022
2025-04-01,APAC-North,Meta_IG,1588.68,56700,1134
2025-04-01,APAC-North,TikTok,1612.75,81950,1639
2025-04-02,US-East,Google_Search,1132.55,39700,794
2025-04-02,US-East,Meta_IG,1807.98,173800,3476
2025-04-02,US-East,TikTok,1494.97,56250,1125
2025-04-02,US-West,Google_Search,1327.25,63900,1278
2025-04-02,US-West,Meta_IG,1416.48,85350,1707
2025-04-02,US-West,TikTok,887.84,25100,502
2025-04-02,US-Midwest,Google_Search,1306.48,89500,1790
2025-04-02,US-Midwest,Meta_IG,1767.24,84200,1684
2025-04-02,US-Midwest,TikTok,1516.21,50500,1010
2025-04-02,EU-West,Google_Search,1442.09,70350,1407
2025-04-02,EU-West,Meta_IG,1674.77,61350,1227
2025-04-02,EU-West,TikTok,1671.1,67550,1351
2025-04-02,APAC-North,Google_Search,1898.74,88150,1763
2025-04-02,APAC-North,Meta_IG,1955.53,169500,3390
2025-04-02,APAC-North,TikTok,658.61,20450,409
2025-04-03,US-East,Google_Search,710.57,21050,421
2025-04-03,US-East,Meta_IG,1301.07,69850,1397
2025-04-03,US-East,TikTok,844.08,52000,1040
2025-04-03,US-West,Google_Search,863.02,26400,528
2025-04-03,US-West,Meta_IG,1751.48,76650,1533
2025-04-03,US-West,TikTok,569.4,44750,895
2025-04-03,US-Midwest,Google_Search,941.36,24000,480
2025-04-03,US-Midwest,Meta_IG,538.75,21500,430
2025-04-03,US-Midwest,TikTok,1540.89,135350,2707
2025-04-03,EU-West,Google_Search,624.36,17400,348
2025-04-03,EU-West,Meta_IG,1014.53,26750,535
2025-04-03,EU-West,TikTok,938.02,40750,815
2025-04-03,APAC-North,Google_Search,635.28,40500,810
2025-04-03,APAC-North,Meta_IG,519.03,13100,262
2025-04-03,APAC-North,TikTok,561.19,17150,343
2025-04-04,US-East,Google_Search,607.06,30300,606
2025-04-04,US-East,Meta_IG,959.67,41850,837
2025-04-04,US-East,TikTok,1956.25,65050,1301
2025-04-04,US-West,Google_Search,1807.63,63600,1272
2025-04-04,US-West,Meta_IG,1977.6,50550,1011
2025-04-04,US-West,TikTok,1893.14,98950,1979
2025-04-04,US-Midwest,Google_Search,1303.67,39750,795
2025-04-04,US-Midwest,Meta_IG,1160.01,38000,760
2025-04-04,US-Midwest,TikTok,738.78,25550,511
2025-04-04,EU-West,Google_Search,1040.36,27300,546
2025-04-04,EU-West,Meta_IG,1332.39,42150,843
2025-04-04,EU-West,TikTok,1836.35,70400,1408
2025-04-04,APAC-North,Google_Search,1521.55,95000,1900
2025-04-04,APAC-North,Meta_IG,1204.27,54050,1081
2025-04-04,APAC-North,TikTok,1040.18,78350,1567
2025-04-05,US-East,Google_Search,1912.05,51050,1021
2025-04-05,US-East,Meta_IG,996.84,45000,900
2025-04-05,US-East,TikTok,1925.45,108350,2167
2025-04-05,US-West,Google_Search,1122.54,97650,1953
2025-04-05,US-West,Meta_IG,1612.46,72250,1445
2025-04-05,US-West,TikTok,1866.77,50050,1001
2025-04-05,US-Midwest,Google_Search,625.46,23400,468
2025-04-05,US-Midwest,Meta_IG,1601.46,83000,1660
2025-04-05,US-Midwest,TikTok,1900.28,73600,1472
2025-04-05,EU-West,Google_Search,1153.98,41950,839
2025-04-05,EU-West,Meta_IG,1733.17,87350,1747
2025-04-05,EU-West,TikTok,874.96,27000,540
2025-04-05,APAC-North,Google_Search,1256.66,32950,659
2025-04-05,APAC-North,Meta_IG,1538.01,60850,1217
2025-04-05,APAC-North,TikTok,1653.16,78950,1579
2025-04-06,US-East,Google_Search,956.63,53900,1078
2025-04-06,US-East,Meta_IG,1607.56,63900,1278
2025-04-06,US-East,TikTok,927.74,31700,634
2025-04-06,US-West,Google_Search,1807.84,170900,3418
2025-04-06,US-West,Meta_IG,698.76,59550,1191
2025-04-06,US-West,TikTok,644.37,17500,350
2025-04-06,US-Midwest,Google_Search,709.91,26450,529
2025-04-06,US-Midwest,Meta_IG,1820.55,67850,1357
2025-04-06,US-Midwest,TikTok,1799.39,49350,987
2025-04-06,EU-West,Google_Search,761.1,19650,393
2025-04-06,EU-West,Meta_IG,1304.3,72950,1459
2025-04-06,EU-West,TikTok,1677.4,137950,2759
2025-04-06,APAC-North,Google_Search,953.33,28950,579
2025-04-06,APAC-North,Meta_IG,1985.33,95600,1912
2025-04-06,APAC-North,TikTok,1851.43,123000,2460
2025-04-07,US-East,Google_Search,1240.27,31400,628
2025-04-07,US-East,Meta_IG,1513.63,38850,777
2025-04-07,US-East,TikTok,1667.19,134400,2688
2025-04-07,US-West,Google_Search,968.26,60550,1211
2025-04-07,US-West,Meta_IG,683.52,17400,348
2025-04-07,US-West,TikTok,1135.75,63750,1275
2025-04-07,US-Midwest,Google_Search,549.65,17250,345
2025-04-07,US-Midwest,Meta_IG,832.28,41800,836
2025-04-07,US-Midwest,TikTok,703.02,31700,634
2025-04-07,EU-West,Google_Search,616.23,28750,575
2025-04-07,EU-West,Meta_IG,1884.17,137250,2745
2025-04-07,EU-West,TikTok,1983.24,63650,1273
2025-04-07,APAC-North,Google_Search,771.93,24100,482
2025-04-07,APAC-North,Meta_IG,874.49,42950,859
2025-04-07,APAC-North,TikTok,1021.64,47150,943
2025-04-08,US-East,Google_Search,1919.9,147250,2945
2025-04-08,US-East,Meta_IG,743.54,19550,391
2025-04-08,US-East,TikTok,1165.64,39300,786
2025-04-08,US-West,Google_Search,1683.34,104600,2092
2025-04-08,US-West,Meta_IG,1874.64,101800,2036
2025-04-08,US-West,TikTok,1486.18,75800,1516
2025-04-08,US-Midwest,Google_Search,1947.19,76900,1538
2025-04-08,US-Midwest,Meta_IG,735.08,24900,498
2025-04-08,US-Midwest,TikTok,1413.05,118900,2378
2025-04-08,EU-West,Google_Search,621.24,16900,338
2025-04-08,EU-West,Meta_IG,1551.25,44100,882
2025-04-08,EU-West,TikTok,1834.1,126400,2528
2025-04-08,APAC-North,Google_Search,532.3,22100,442
2025-04-08,APAC-North,Meta_IG,1082.48,34200,684
2025-04-08,APAC-North,TikTok,1315.42,127000,2540
2025-04-09,US-East,Google_Search,1133.39,77600,1552
2025-04-09,US-East,Meta_IG,701.39,34050,681
2025-04-09,US-East,TikTok,1746.24,71500,1430
2025-04-09,US-West,Google_Search,1646.86,50800,1016
2025-04-09,US-West,Meta_IG,1159.1,59900,1198
2025-04-09,US-West,TikTok,1959.19,83100,1662
2025-04-09,US-Midwest,Google_Search,1558.39,46300,926
2025-04-09,US-Midwest,Meta_IG,975.14,32200,644
2025-04-09,US-Midwest,TikTok,1678.06,130950,2619
2025-04-09,EU-West,Google_Search,1948.17,151400,3028
2025-04-09,EU-West,Meta_IG,1989.46,86550,1731
2025-04-09,EU-West,TikTok,1007.05,39700,794
2025-04-09,APAC-North,Google_Search,1828.96,68500,1370
2025-04-09,APAC-North,Meta_IG,1791.29,96250,1925
2025-04-09,APAC-North,TikTok,818.75,48000,960
2025-04-10,US-East,Google_Search,1676.09,67000,1340
2025-04-10,US-East,Meta_IG,891.31,82300,1646
2025-04-10,US-East,TikTok,999.69,30100,602
2025-04-10,US-West,Google_Search,1250.33,92550,1851
2025-04-10,US-West,Meta_IG,1285.34,87350,1747
2025-04-10,US-West,TikTok,1437.16,60750,1215
